video_id,title,channel_name,tanggal,author,komentar,label,komentar_clean,predicted_label,cleaned,stemmed,tokens,token_count,char_count,text_clean,label_keterangan,predicted_score
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.552.316.150,PitcherS-n4h,"Kalo udah main di 𝘋𝐄𝘞𝐀𝐃O𝐑𝘈, ketagihan pasti soalnya gachor bgt",1,"kalo udah main 𝘋𝐄𝘞𝐀𝐃o𝐑𝘈 , ketagihan gachor bgt",1,kalo udah main di dewadora ketagihan pasti soalnya gachor bgt,kalo udah main di dewadora tagih pasti soal gachor bgt,"['kalo', 'udah', 'main', 'di', 'dewadora', 'ketagihan', 'pasti', 'soalnya', 'gachor', 'bgt']",10.0,62.0,1,,
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,RinaSetiawan-q2j,"seru , cuman jamin puas alexis17",1,"seru , cuman jamin puas alexis17",1,seru cuman jamin puas alexisit,seru cuman jamin puas alexisit,"['seru', 'cuman', 'jamin', 'puas', 'alexisit']",5.0,32.0,1,,
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,BellaGunawan-e9k,"gameplay keren banget ! skill dewa nih , alexis17 bangga .",1,"gameplay keren banget ! skill dewa nih , alexis17 bangga .",1,gameplay keren banget skill dewa nih alexisit bangga,gameplay keren banget skill dewa nih alexisit bangga,"['gameplay', 'keren', 'banget', 'skill', 'dewa', 'nih', 'alexisit', 'bangga']",8.0,58.0,1,,
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.819.142.406.900,DompuSecurity,"Salut sama para jurnalis senior, bisa sabar mewawancarai orang ngigo 😂",0,"salut sama para jurnalis senior , bisa sabar mewawancarai orang ngigo",0,salut sama para jurnalis senior bisa sabar mewawancarai orang ngigo,salut sama para jurnalis senior bisa sabar wawancara orang ngigo,"['salut', 'sama', 'para', 'jurnalis', 'senior', 'bisa', 'sabar', 'mewawancarai', 'orang', 'ngigo']",10.0,70.0,0,,
CLHTLViZ8Uc,NYOBAIN WARKOPOLIM GOFAR HILMAN GRIND BOYS‼️ Test Ride Mio Bore Up Injeksi Sekalian Kulineran,Den Dimas,2025-05-02 10:00:32+00:00,DonDiablo1991,sekali2 coba ─═𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵═─ dikasih sensa 1:42,1,sekali2 coba ─═𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵═─ dikasih sensa 1:42,1,sekali2 coba berkah99 dikasih sensa i a2,sekali2 coba berkah99 kasih sensa i a2,"['sekali2', 'coba', 'berkah99', 'dikasih', 'sensa', 'i', 'a2']",7.0,44.0,1,,
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,MosherDrew-j2v,"min video lu baguss , pilih 𝐒𝐆𝐈𝟖𝟖",1,"min video lu baguss , pilih 𝐒𝐆𝐈𝟖𝟖",1,min video lu baguss pilih sgi88,min video lu baguss pilih sgi88,"['min', 'video', 'lu', 'baguss', 'pilih', 'sgi88']",6.0,33.0,1,,
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,MelatiPuspita-u7v,"seminggu main alexis17 , gue udah ganti perabotan rumah !",1,"seminggu main alexis17 , gue udah ganti perabotan rumah !",1,seminggu main alexisit gue udah ganti perabotan rumah,minggu main alexisit gue udah ganti perabot rumah,"['seminggu', 'main', 'alexisit', 'gue', 'udah', 'ganti', 'perabotan', 'rumah']",8.0,57.0,1,,
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.412.353.333.960,papercraft7480,"😂😂😂😂 wanjaaay, quotes nya brillant bgt",0,"wanjaaay , quotes nya brillant bgt",0,wanjaaay quotes nya brillant bgt,wanjaaay quotes nya brillant bgt,"['wanjaaay', 'quotes', 'nya', 'brillant', 'bgt']",5.0,38.0,0,,
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,haikalmujur,"auto jepey ! λ l e x i s 1 7 ,",1,"auto jepey ! λ l e x i s 1 7 ,",1,auto jepey l l e x i s i t,auto jepey l l e x i s i t,"['auto', 'jepey', 'l', 'l', 'e', 'x', 'i', 's', 'i', 't']",10.0,30.0,1,,
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,173.882.553.277.022,yudasasmito6970,waduuhhh gak bahaya tah.,0,waduuhhh gak bahaya tah .,0,waduuhhh gak bahaya tah,waduuhhh gak bahaya tah,"['waduuhhh', 'gak', 'bahaya', 'tah']",4.0,24.0,0,,
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.686.074.678.670,isalltm,Mobil baru beres langsung crash bg,0,mobil beres langsung crash bg,0,mobil baru beres langsung crash bg,mobil baru beres langsung crash bg,"['mobil', 'baru', 'beres', 'langsung', 'crash', 'bg']",6.0,34.0,0,,
aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,NikoHgl26,"swert bonanja gacir , modal jepek",1,"swert bonanja gacir , modal jepek",1,swert bonanja gacir modal jepek,swert bonanja gacir modal jepek,"['swert', 'bonanja', 'gacir', 'modal', 'jepek']",5.0,33.0,1,,
wbaneF-1auo,1M JOURNEY BORNEO 360: PANGKALAN BUN LUAR BIASA!,Ridwan Hanif,2025-05-03 03:01:07+00:00,Raden8eXrF,"sikat bonus 𝘿e𝙒𝘼𝘋о𝙍а , auto sultan !",1,"sikat bonus 𝘿e𝙒𝘼𝘋о𝙍а , auto sultan !",1,sikat bonus dewadora auto sultan,sikat bonus dewadora auto sultan,"['sikat', 'bonus', 'dewadora', 'auto', 'sultan']",5.0,36.0,1,,
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.288.890.000,fishybrad, @AnggoroDps_9  anggoro jadi buzzer sumbangsih?,0,anggoro jadi buzzer sumbangsih ?,0,aanggorodps 9 anggoro jadi buzzer sumbangsih,aanggorodps 9 anggoro jadi buzzer sumbangsih,"['aanggorodps', '9', 'anggoro', 'jadi', 'buzzer', 'sumbangsih']",6.0,47.0,0,,
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.390.647.631.650,nibirsaha5947,Langsung ke 𝙿 𝚄 𝙻 𝙰 𝚄 𝚆 𝙸 𝙽 🎮,1,langsung ke 𝙿 𝚄 𝙻 𝙰 𝚄 𝚆 𝙸 𝙽,0,langsung ke p u l a u w i n,langsung ke p u l a u w i n,"['langsung', 'ke', 'p', 'u', 'l', 'a', 'u', 'w', 'i', 'n']",10.0,29.0,1,,
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,174.525.118.280.134,JokoPermata-m5s,Gokil! Bangga banget jadi bagian dari 🔥⚡ALEXIS17⚡?🔥,1,gokil ! bangga banget jadi bagian dari alexis17 ?,1,gokil bangga banget jadi bagian dari alexisit,gokil bangga banget jadi bagi dari alexisit,"['gokil', 'bangga', 'banget', 'jadi', 'bagian', 'dari', 'alexisit']",7.0,51.0,1,,
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.408.774.119.890,dhenisdhenis8766,Liat dislike gimana.. sy vote😂,0,liat dislike gimana .. sy vote,0,liat dislike gimana sy vote,liat dislike gimana sy vote,"['liat', 'dislike', 'gimana', 'sy', 'vote']",5.0,30.0,0,,
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,LinaQShZb,"swert bonanja gacir pol , nggak prnh zonk",1,"swert bonanja gacir pol , nggak prnh zonk",1,swert bonanja gacir pol nggak prnh zonk,swert bonanja gacir pol nggak prnh zonk,"['swert', 'bonanja', 'gacir', 'pol', 'nggak', 'prnh', 'zonk']",7.0,41.0,1,,
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.279.696.430,gretamarielle,tidak punya pemahaman n penalaran pribadi yg kuat,0,tidak punya pemahaman n penalaran pribadi yg kuat,0,tidak punya pemahaman n penalaran pribadi yg kuat,tidak punya paham n nalar pribadi yg kuat,"['tidak', 'punya', 'pemahaman', 'n', 'penalaran', 'pribadi', 'yg', 'kuat']",8.0,49.0,0,,
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.015.944.460,eskaarmensyah7168,Da kebeli sempak baru😂😂,0,da kebeli sempak baru,0,da kebeli sempak baru,da kebel sempak baru,"['da', 'kebeli', 'sempak', 'baru']",4.0,23.0,0,,
kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,1.739.947.014.529.290,userAkar-v9f,Senang banget dapat rezeki tak terduga dari D𝑂𝑅𝐴𝟩𝟽!,1,senang banget rezeki terduga d𝑂𝑅𝐴𝟩𝟽 !,1,senang banget dapat rezeki tak terduga dari doratt,senang banget dapat rezeki tak duga dari doratt,"['senang', 'banget', 'dapat', 'rezeki', 'tak', 'terduga', 'dari', 'doratt']",8.0,51.0,1,,
-eV36rVeJQQ,,tanboy kun,,,GA RU DA HO KI꧂Sponsor Resmi PUBG,1,,1,,,,,,1,iklan judol,0.0294503237961922
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.376.203.352.410,AWANSKUNK,Mending GIBRAN SILVESTER 2029,0,mending gibran silvester 2029,0,mending gibran silvester 2o29,mending gibran silvester 2o29,"['mending', 'gibran', 'silvester', '2o29']",4.0,29.0,0,,
WQb70DnhUq4,,Sebastian Tedy,,,sebas bencong atau playboy,0,,0,,,,,,0,bukan iklan judol,-0.7069585784860801
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,edisonprasasta-g1l,temen arisan gue kepo penghasilan alexis17 .,1,temen arisan gue kepo penghasilan alexis17 .,1,temen arisan gue kepo penghasilan alexisit,temen arisan gue kepo hasil alexisit,"['temen', 'arisan', 'gue', 'kepo', 'penghasilan', 'alexisit']",6.0,44.0,1,,
5MBwJpU-9tg,"Rifat Sungkar Mau Bikin Sirkuit⁉️ | Dipo, Ziko Belajar Dari Suhu Motorsports",Garasi Drift Podcast,2025-04-30 09:00:07+00:00,PembertonRylee-w5w,"𝗪𝗘𝗧𝗢𝗡𝟴𝟴 maen santai aja , tetep wedey jutaan",1,"𝗪𝗘𝗧𝗢𝗡𝟴𝟴 maen santai aja , tetep wedey jutaan",1,weton88 maen santai aja tetep wedey jutaan,weton88 maen santai aja tetep wedey juta,"['weton88', 'maen', 'santai', 'aja', 'tetep', 'wedey', 'jutaan']",7.0,44.0,1,,
n_mFKYFMtWY,"UBUR-UBUR IKAN LELE, INI SAYA JUAL LE !!! Ready Tiga Sasis + Body SR3 Siap Naik Livery.",Bus Pesona,1.739.951.452.741.260,aszlanslatan27,Ubur2 ikan lele offer terus buat pak tony sumber alam le.😁,0,ubur2 ikan lele offer tony sumber alam le .,0,ubur2 ikan lele offer terus buat pak tony sumber alam le,ubur2 ikan lele offer terus buat pak tony sumber alam le,"['ubur2', 'ikan', 'lele', 'offer', 'terus', 'buat', 'pak', 'tony', 'sumber', 'alam', 'le']",11.0,58.0,0,,
WQb70DnhUq4,,Sebastian Tedy,,,Pertama,0,,0,,,,,,0,bukan iklan judol,-0.486681996557648
aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,kawayautama,"gue sih ga nyesel gabung alexis17 ! , nyesel telat gabung",1,"gue sih ga nyesel gabung alexis17 ! , nyesel telat gabung",1,gue sih ga nyesel gabung alexisit nyesel telat gabung,gue sih ga nyesel gabung alexisit nyesel telat gabung,"['gue', 'sih', 'ga', 'nyesel', 'gabung', 'alexisit', 'nyesel', 'telat', 'gabung']",9.0,57.0,1,,
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,gatrapangestu-u3t,gak khawatir pensiun kalo udah gabung alexis17 .,1,gak khawatir pensiun kalo udah gabung alexis17 .,1,gak khawatir pensiun kalo udah gabung alexisit,gak khawatir pensiun kalo udah gabung alexisit,"['gak', 'khawatir', 'pensiun', 'kalo', 'udah', 'gabung', 'alexisit']",7.0,48.0,1,,
8AzDe6gMOck,BRZ Farrel Siap untuk Indonesian Drift Series‼️,Garasi Drift,2025-05-02 09:00:09+00:00,FuscoErin-y6d,𝗪𝗘𝗧𝗢𝗡𝟴𝟴 bikin ketagihan !,1,𝗪𝗘𝗧𝗢𝗡𝟴𝟴 bikin ketagihan !,1,weton88 bikin ketagihan,weton88 bikin tagih,"['weton88', 'bikin', 'ketagihan']",3.0,25.0,1,,
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.394.637.280.170,luxyjunianto,Akhirnya setelah beberapa bulan terakhir penasaran sm ni hp,0,akhirnya setelah beberapa bulan terakhir penasaran sm ni hp,0,akhirnya setelah beberapa bulan terakhir penasaran sm ni hp,akhir telah beberapa bulan akhir penasaran sm ni hp,"['akhirnya', 'setelah', 'beberapa', 'bulan', 'terakhir', 'penasaran', 'sm', 'ni', 'hp']",9.0,59.0,0,,
n_mFKYFMtWY,"UBUR-UBUR IKAN LELE, INI SAYA JUAL LE !!! Ready Tiga Sasis + Body SR3 Siap Naik Livery.",Bus Pesona,1.739.865.056.579.430,ronikurniawan8505,"Di parwis belum bayak pakai skylander, masih dominan sr3 jb5",0,"parwis bayak pakai skylander , dominan sr3 jb5",0,di parwis belum bayak pakai skylander masih dominan sre jbs,di parwis belum bayak pakai skylander masih dominan sre jbs,"['di', 'parwis', 'belum', 'bayak', 'pakai', 'skylander', 'masih', 'dominan', 'sre', 'jbs']",10.0,60.0,0,,
-eV36rVeJQQ,,tanboy kun,,,"Bang sekali&quot; ajak dong subscriber lu makan bareng hehe, pengen ngerasain nikmatNya makan bersama sama bang Bara😅🙏.",0,,0,,,,,,0,bukan iklan judol,-1.3263520079790403
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,ianwinarno,"gue udah coba main jam-jam , alexis17 , emang gacor jam 1 pagi",1,"gue udah coba main jam-jam , alexis17 , emang gacor jam 1 pagi",1,gue udah coba main jam jam alexisit emang gacor jam i pagi,gue udah coba main jam jam alexisit emang gacor jam i pagi,"['gue', 'udah', 'coba', 'main', 'jam', 'jam', 'alexisit', 'emang', 'gacor', 'jam', 'i', 'pagi']",12.0,62.0,1,,
zFhBO9uoGYA,INDONESIAN DRIFT SERIES TERAKHIR di sini,Om Mobi,2025-05-04 13:36:57+00:00,RahulSaini-fy8ty,"cuan tuh mitos , buktinya pu lau tujuh tujuh tujuh !",1,"cuan tuh mitos , buktinya pu lau tujuh tujuh tujuh !",1,cuan tuh mitos buktinya pu lau tujuh tujuh tujuh,cuan tuh mitos bukti pu lau tujuh tujuh tujuh,"['cuan', 'tuh', 'mitos', 'buktinya', 'pu', 'lau', 'tujuh', 'tujuh', 'tujuh']",9.0,52.0,1,,
Ou0UedfyuqU,"Kalau mau beli TV, saya bakal PILIH YANG BEGINI.",GadgetIn,2025-04-24 09:24:38+00:00,JokoPratama-c1w,𝘼𝙇𝙀𝙓𝙄𝙎17 .,1,𝘼𝙇𝙀𝙓𝙄𝙎17 .,1,alexisit,alexisit,['alexisit'],1.0,10.0,1,,
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,174.525.035.090.279,sindorog848,"poin nya adalah lincah dan adaptif,dikata balita disuruh lincah😂😂😂😂",0,"poin nya adalah lincah dan adaptif , dikata balita disuruh lincah",0,poin nya adalah lincah dan adaptif dikata balita disuruh lincah,poin nya adalah lincah dan adaptif kata balita suruh lincah,"['poin', 'nya', 'adalah', 'lincah', 'dan', 'adaptif', 'dikata', 'balita', 'disuruh', 'lincah']",10.0,67.0,0,,
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,lanangsyahreza,emang gak se-terpercaya alexis17 sih .,1,emang gak se-terpercaya alexis17 sih .,1,emang gak se terpercaya alexisit sih,emang gak se percaya alexisit sih,"['emang', 'gak', 'se', 'terpercaya', 'alexisit', 'sih']",6.0,38.0,1,,
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,AlyajyvxF,"swert bonanja gacir , wede 5 juta",1,"swert bonanja gacir , wede 5 juta",1,swert bonanja gacir wede s juta,swert bonanja gacir wede s juta,"['swert', 'bonanja', 'gacir', 'wede', 's', 'juta']",6.0,33.0,1,,
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,174.534.784.419.847,deddykristiawan3033,sekali jatuh tiba2 kena penyakit serangan jantung 🗿🗿🗿,0,sekali jatuh tiba2 kena penyakit serangan jantung,0,sekali jatuh tiba2 kena penyakit serangan jantung,sekali jatuh tiba2 kena sakit serang jantung,"['sekali', 'jatuh', 'tiba2', 'kena', 'penyakit', 'serangan', 'jantung']",7.0,53.0,0,,
MkX3K8Vmvas,,tanboy kun,,,Bg lu Islam apa bukan makan sambil bicara,0,,0,,,,,,0,bukan iklan judol,-1.4556836154134307
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.251.182.191.320,MelatiPuspita-o6k,Wow! ⚡ALEXIS17⚡ emang beda kelas!,1,wow ! alexis17 emang beda kelas !,1,wow alexisit emang beda kelas,wow alexisit emang beda kelas,"['wow', 'alexisit', 'emang', 'beda', 'kelas']",5.0,33.0,1,,
wbaneF-1auo,1M JOURNEY BORNEO 360: PANGKALAN BUN LUAR BIASA!,Ridwan Hanif,2025-05-03 03:01:07+00:00,cahyanovianto5964,lihat episode2 sblmnya emg klu kesannya kayak keburu buru touringx,1,lihat episode2 sblmnya emg klu kesannya kayak keburu buru touringx,0,lihat episode2 sblmnya emg klu kesannya kayak keburu buru touringx,lihat episode2 sblmnya emg klu kesan kayak keburu buru touringx,"['lihat', 'episode2', 'sblmnya', 'emg', 'klu', 'kesannya', 'kayak', 'keburu', 'buru', 'touringx']",10.0,66.0,1,,
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,HendraHasibuan-o9n,emang gak se-menguntungkan alexis17 deh .,1,emang gak se-menguntungkan alexis17 deh .,1,emang gak se menguntungkan alexisit deh,emang gak se untung alexisit deh,"['emang', 'gak', 'se', 'menguntungkan', 'alexisit', 'deh']",6.0,41.0,1,,
hDFN1Sr8a80,GEELY EX5 MAX | Mobil Listrik Ada Rasa Volvonya Dibawah 500 Juta,Motomobi,2025-05-04 11:30:36+00:00,LeonvHlgS,"aja surprise 𝘋о𝙍a𝟩𝟩 , bikin penasaran !",1,"aja surprise 𝘋о𝙍a𝟩𝟩 , bikin penasaran !",1,aja surprise doratt bikin penasaran,aja surprise doratt bikin penasaran,"['aja', 'surprise', 'doratt', 'bikin', 'penasaran']",5.0,39.0,1,,
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.167.991.230,JEROLDDanner,lama2 bangkrut juga ni bossnya 𝓂𝒶𝓃𝒹𝒶𝓁𝒾𝓀𝒶𝟩𝟩 soalnya profit trus aku main dari kemaren wkkwkw,1,lama2 bangkrut ni bossnya 𝓂𝒶𝓃𝒹𝒶𝓁𝒾𝓀𝒶𝟩𝟩 profit trus main kemaren wkkwkw,0,lama2 bangkrut juga ni bossnya mandalikatt soalnya profit trus aku main dari kemaren wkkwkw,lama2 bangkrut juga ni bossnya mandalikatt soal profit trus aku main dari kemaren wkkwkw,"['lama2', 'bangkrut', 'juga', 'ni', 'bossnya', 'mandalikatt', 'soalnya', 'profit', 'trus', 'aku', 'main', 'dari', 'kemaren', 'wkkwkw']",14.0,91.0,1,,
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,174.540.863.410.761,daicoal4895,Ahok for RI 2029 Indonesia pasti makmur,0,ahok for ri 2029 indonesia pasti makmur,0,ahok for ri 2o29 indonesia pasti makmur,ahok for ri 2o29 indonesia pasti makmur,"['ahok', 'for', 'ri', '2o29', 'indonesia', 'pasti', 'makmur']",7.0,39.0,0,,
aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,Zaneb6N0j,"maen , lgsng makswin , gg banget",1,"maen , lgsng makswin , gg banget",1,maen lgsng makswin gg banget,maen lgsng makswin gg banget,"['maen', 'lgsng', 'makswin', 'gg', 'banget']",5.0,32.0,1,,
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.300.667.447.950,nottlunn2,Pengen tertawa tp tak tahan. Takut,0,pengen tertawa tp tak tahan . takut,0,pengen tertawa tp tak tahan takut,ken tertawa tp tak tahan takut,"['pengen', 'tertawa', 'tp', 'tak', 'tahan', 'takut']",6.0,34.0,0,,
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,abimanyukurnia,"kalo alexis17 , pusing ?",1,"kalo alexis17 , pusing ?",1,kalo alexisit pusing,kalo alexisit pusing,"['kalo', 'alexisit', 'pusing']",3.0,24.0,1,,
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.341.354.060,diahayuwindiati1581,pusing bgt ya allah,0,pusing bgt ya allah,0,pusing bgt ya allah,pusing bgt ya allah,"['pusing', 'bgt', 'ya', 'allah']",4.0,19.0,0,,
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,IntanPermata-d6b,𝘼𝙇𝙀𝙓𝙄𝙎17 aman gak sih ? tau ?,1,𝘼𝙇𝙀𝙓𝙄𝙎17 aman gak sih ? tau ?,1,alexisit aman gak sih tau,alexisit aman gak sih tau,"['alexisit', 'aman', 'gak', 'sih', 'tau']",5.0,29.0,1,,
zFhBO9uoGYA,INDONESIAN DRIFT SERIES TERAKHIR di sini,Om Mobi,2025-05-04 13:36:57+00:00,brajjha4446,prediksi pawpaw4d akurat bikin senang !,1,prediksi pawpaw4d akurat bikin senang !,1,prediksi pawpawad akurat bikin senang,prediksi pawpawad akurat bikin senang,"['prediksi', 'pawpawad', 'akurat', 'bikin', 'senang']",5.0,39.0,1,,
WQb70DnhUq4,,Sebastian Tedy,,,si jek gimana ko😂,0,,0,,,,,,0,bukan iklan judol,-0.8440867490218131
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,173.959.966.363.327,uyabproject,GD emang ngga pernah gagal buat bangun mobil sih,0,gd emang ngga gagal bangun mobil sih,0,gd emang ngga pernah gagal buat bangun mobil sih,gd emang ngga pernah gagal buat bangun mobil sih,"['gd', 'emang', 'ngga', 'pernah', 'gagal', 'buat', 'bangun', 'mobil', 'sih']",9.0,48.0,0,,
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.014.572.790,JhoniIbanezRemix,Jiwa Miskuin ku meronta ronta 😁😁,0,jiwa miskuin ku meronta ronta,0,jiwa miskuin ku meronta ronta,jiwa miskuin ku ronta ronta,"['jiwa', 'miskuin', 'ku', 'meronta', 'ronta']",5.0,32.0,0,,
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,Bernairfan,"gak ngebosenin sih , gue tetep stay 𝓟𝓤𝓛𝓐𝓤𝓦𝓘𝓝 .",1,"gak ngebosenin sih , gue tetep stay 𝓟𝓤𝓛𝓐𝓤𝓦𝓘𝓝 .",1,gak ngebosenin sih gue tetep stay pulauwin,gak ngebosenin sih gue tetep stay pulauwin,"['gak', 'ngebosenin', 'sih', 'gue', 'tetep', 'stay', 'pulauwin']",7.0,46.0,1,,
-eV36rVeJQQ,,tanboy kun,,,Sueeeggeerr banget nontonnya ampe ngileeer ngeces²,0,,0,,,,,,0,bukan iklan judol,-0.0591330170587219
MkX3K8Vmvas,,tanboy kun,,,Salam dari Malaysia... jangan lupa 2026 buat sticker kedai makan yang enak tampal sticker LAMAK BANA❤,0,,0,,,,,,0,bukan iklan judol,-0.6678180886056246
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.251.187.347.690,SitiPratama-k3o,"Beneran deh, Main bareng ⚡ALEXIS17⚡ selalu seru!",1,"beneran deh , main bareng alexis17 selalu seru !",1,beneran deh main bareng alexisit selalu seru,beneran deh main bareng alexisit selalu seru,"['beneran', 'deh', 'main', 'bareng', 'alexisit', 'selalu', 'seru']",7.0,48.0,1,,
zFhBO9uoGYA,INDONESIAN DRIFT SERIES TERAKHIR di sini,Om Mobi,2025-05-04 13:36:57+00:00,TariAungHqF45dA,𝐌𝐢𝐘𝐚𝟖𝟖 ! sensasi bermain bikin penasaran ! keseruannya bikin nagih !,1,𝐌𝐢𝐘𝐚𝟖𝟖 ! sensasi bermain bikin penasaran ! keseruannya bikin nagih !,1,miya88 sensasi bermain bikin penasaran keseruannya bikin nagih,miya88 sensasi main bikin penasaran seru bikin nagih,"['miya88', 'sensasi', 'bermain', 'bikin', 'penasaran', 'keseruannya', 'bikin', 'nagih']",8.0,68.0,1,,
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.379.803.760.710,CRS_REAL," @sobat.kuliner  udah di bilang bang, ahok nggak mau di legislatif",0,".kuliner udah di bilang bang , ahok nggak mau di legislatif",0,asobat kuliner udah di bilang bang ahok nggak mau di legislatif,asobat kuliner udah di bilang bang ahok nggak mau di legislatif,"['asobat', 'kuliner', 'udah', 'di', 'bilang', 'bang', 'ahok', 'nggak', 'mau', 'di', 'legislatif']",11.0,66.0,0,,
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.336.761.562.030,muhammadfatonisuharto9703,Penisirin.. yg bikin skripnya orangnya ky gmn ya.. 😅,0,penisirin .. yg bikin skripnya orangnya ky gmn ya ..,0,penisirin yg bikin skripnya orangnya ky gmn ya,penisirin yg bikin skrip orang ky gmn ya,"['penisirin', 'yg', 'bikin', 'skripnya', 'orangnya', 'ky', 'gmn', 'ya']",8.0,52.0,0,,
