video_id,channel_name,komentar,label,komentar_clean,komentar_stage1
gP0YCMCJnjA,Narasi Newsroom,kek lebih nyambung ngobrol sama toddler,0,kek lebih nyambung ngobrol sama toddler,kek lebih nyambung ngobrol sama toddler
f8UEkmYXlzA,Pandji Pragiwaksono,Keyakinan yang membuatnya tidak bisa mencapai titik itu..,0,keyakinan yang membuatnya tidak bisa mencapai titik itu,keyakinan yang membuatnya tidak bisa mencapai titik itu..
f8UEkmYXlzA,Pandji Pragiwaksono,"Bjir, menit 18.00 bisa skakmat tu pak Ahokk",0,bjir menit 18 00 bisa skakmat tu pak ahokk,"bjir, menit 18.00 bisa skakmat tu pak ahokk"
8AzDe6gMOck,Garasi Drift,"serius nanya , 𝘼𝙇𝙀𝙓𝙄𝙎17 beneran sebagus ? fix ?",1,serius nanya ALEXIS17 beneran sebagus fix,"serius nanya , ALEXIS17 beneran sebagus ? fix ?"
XI8K0-_kbHc,Jejelogy,ada jg mas tow hook yg nempelnya pake lem doang,0,ada jg mas tow hook yg nempelnya pake lem doang,ada jg mas tow hook yg nempelnya pake lem doang
gRjWM8jPIPw,Fitra Eri,alexis'17 perhatian . lihat ditawarkannya .,1,alexis 17 perhatian lihat ditawarkannya,alexis'17 perhatian . lihat ditawarkannya .
VXqMJqP7mvk,GadgetIn,"Dari modal receh bisa WD jutaan, GG",1,dari modal receh bisa wd jutaan gg,"dari modal receh bisa wd jutaan, gg"
gP0YCMCJnjA,Narasi Newsroom,Polisi perluas ngak perluas juga sama saja mbak nana ku yang cantik😂😂😂,0,polisi perluas ngak perluas juga sama saja mbak nana ku yang cantik wajah_gembira_berurai_air_mata wajah_gembira_berurai_air_mata wajah_gembira_berurai_air_mata,polisi perluas ngak perluas juga sama saja mbak nana ku yang cantik:wajah_gembira_berurai_air_mata::wajah_gembira_berurai_air_mata::wajah_gembira_berurai_air_mata:
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Gini amat wapres gw yaa Alloh,0,gini amat wapres gw yaa alloh,gini amat wapres gw yaa alloh
QpXcKzQInXg,Garasi Drift,Saya sangat menghargai bagaimana ρūlΛυ777 melayani penggunanya.,1,saya sangat menghargai bagaimana pūlλu777 melayani penggunanya,saya sangat menghargai bagaimana pūlλu777 melayani penggunanya.
f8UEkmYXlzA,Pandji Pragiwaksono,"Baru gabung ALEXIS⭐17⭐ sebulan, udah bisa buka usaha!",1,baru gabung alexis bintang_medium_putih 17 bintang_medium_putih sebulan udah bisa buka usaha,"baru gabung alexis:bintang_medium_putih:17:bintang_medium_putih: sebulan, udah bisa buka usaha!"
gP0YCMCJnjA,Narasi Newsroom,cerdas & tangguh banget tuh jawab pertanyaan mba najwa 😂😂,0,cerdas & tangguh banget tuh jawab pertanyaan mba najwa wajah_gembira_berurai_air_mata wajah_gembira_berurai_air_mata,cerdas & tangguh banget tuh jawab pertanyaan mba najwa :wajah_gembira_berurai_air_mata::wajah_gembira_berurai_air_mata:
ycGdOc17FhA,Fitra Eri,emng bener kemarin udah coba probet gas ahh 𝐒𝐆𝐈𝟖𝟖 kawan berbuah manis,1,emng bener kemarin udah coba probet gas ahh SGI88 kawan berbuah manis,emng bener kemarin udah coba probet gas ahh SGI88 kawan berbuah manis
ycGdOc17FhA,Fitra Eri,"seminggu join alexis17 , gue udah beliin ortu kompor gas !",1,seminggu join alexis17 gue udah beliin ortu kompor gas,"seminggu join alexis17 , gue udah beliin ortu kompor gas !"
gRjWM8jPIPw,Fitra Eri,"udh wede 3 kali , gacir pol",1,udh wede 3 kali gacir pol,"udh wede 3 kali , gacir pol"
-vQDp9fHrzk,Karbida FC,jersey kiper nya dong bang,0,jersey kiper nya dong bang,jersey kiper nya dong bang
gRjWM8jPIPw,Fitra Eri,"modal wede , gacir abis",1,modal wede gacir abis,"modal wede , gacir abis"
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,"Kali ini ngga skip nonton iklan nya,  lebih menghibur baca komennya 😂",0,kali ini ngga skip nonton iklan nya lebih menghibur baca komennya wajah_gembira_berurai_air_mata,"kali ini ngga skip nonton iklan nya,  lebih menghibur baca komennya :wajah_gembira_berurai_air_mata:"
ufS5vDKnIhM,Motomobi,"dak nyangka hasilnya , puas banget",1,dak nyangka hasilnya puas banget,"dak nyangka hasilnya , puas banget"
f8UEkmYXlzA,Pandji Pragiwaksono,​ @hanyanama9308  nice statement sir!,0,​ hanyanama9308 nice statement sir,​ @hanyanama9308  nice statement sir!
f8UEkmYXlzA,Pandji Pragiwaksono,itu ratu skak... eh bener pa ahok marah2 wkaskwakawk,0,itu ratu skak eh bener pa ahok marah2 wkaskwakawk,itu ratu skak... eh bener pa ahok marah2 wkaskwakawk
f8UEkmYXlzA,Pandji Pragiwaksono,Pandji KO sama Ahok 24:23,0,pandji ko sama ahok 24 23,pandji ko sama ahok 24:23
gP0YCMCJnjA,Narasi Newsroom,"- hm, dari bahas mbg lalu pangan, tiba2 bahas yg lain",0,hm dari bahas mbg lalu pangan tiba2 bahas yg lain,"- hm, dari bahas mbg lalu pangan, tiba2 bahas yg lain"
f8UEkmYXlzA,Pandji Pragiwaksono,"Makswin lagi hari ini, mntp sih situsnya",1,makswin lagi hari ini mntp sih situsnya,"makswin lagi hari ini, mntp sih situsnya"
VXqMJqP7mvk,GadgetIn,Luar biasa! bang video kamu !! ⭐𝐒𝐆𝐈𝟖𝟖 terpercaya 5k jadi 1jt,1,luar biasa bang video kamu bintang_medium_putih SGI88 terpercaya 5k jadi 1jt,luar biasa! bang video kamu !! :bintang_medium_putih:SGI88 terpercaya 5k jadi 1jt
-vQDp9fHrzk,Karbida FC,ternyata ramai yg main di mandalika77 wkwkwk mmg lebih gampang jp sih,1,ternyata ramai yg main di mandalika77 wkwkwk mmg lebih gampang jp sih,ternyata ramai yg main di mandalika77 wkwkwk mmg lebih gampang jp sih
TZ5DrBuTnBI,Rifato,"uτang 𝙠elar 𝙜ara-gara maiп ԁi 𝐃o𝑅а𝟽7 , asⅼi gacir 𝙗anget !",1,uτang kelar gara gara maiп di DoRa77 asli gacir banget,"uτang kelar gara-gara maiп di DoRa77 , asli gacir banget !"
BI_RsNf1HJA,Garasi Drift,bersandar di teras rumah sembari ngopi bermain permainan nyelot di 🅼🅰🅽🅳🅰🅻🅸🅺🅰77 nikmat sekaleh.,1,bersandar di teras rumah sembari ngopi bermain permainan nyelot di 🅼 tombol_a_ golongan_darah 🅽🅳 tombol_a_ golongan_darah 🅻🅸🅺 tombol_a_ golongan_darah 77 nikmat sekaleh,bersandar di teras rumah sembari ngopi bermain permainan nyelot di 🅼:tombol_a_(golongan_darah):🅽🅳:tombol_a_(golongan_darah):🅻🅸🅺:tombol_a_(golongan_darah):77 nikmat sekaleh.
IlkUUwDFCiI,Motomobi,"main sebentar aja langsung dapet rezeki , keren banget 𝐃𝐸w𝐴𝐷orа !",1,main sebentar aja langsung dapet rezeki keren banget DEwADora,"main sebentar aja langsung dapet rezeki , keren banget DEwADora !"
nZoNbiwP2ZE,Garasi Drift,"Main santai tapi WD Gacir, cuma di P U L A U 7 7 7.",1,main santai tapi wd gacir cuma di p u l a u 7 7 7,"main santai tapi wd gacir, cuma di p u l a u 7 7 7."
f8UEkmYXlzA,Pandji Pragiwaksono,AKHIRNYA PAK AHOK 🔥🔥🔥,0,akhirnya pak ahok api api api,akhirnya pak ahok :api::api::api:
-vQDp9fHrzk,Karbida FC,Ges doain ya gw mau coba stop maenGaruda-Ho ki kecanduan bgt gacor nya gw😭,1,ges doain ya gw mau coba stop maengaruda ho ki kecanduan bgt gacor nya gw wajah_menangis_keras,ges doain ya gw mau coba stop maengaruda-ho ki kecanduan bgt gacor nya gw:wajah_menangis_keras:
QpXcKzQInXg,Garasi Drift,Owner apa tuh bang?,0,owner apa tuh bang,owner apa tuh bang?
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,kayaknya br latihan buat besok bikin video pengunduran diri nih...,0,kayaknya br latihan buat besok bikin video pengunduran diri nih,kayaknya br latihan buat besok bikin video pengunduran diri nih...
ycGdOc17FhA,Fitra Eri,"gue sih percaya aja alexis17 , buktinya temen gue sultan",1,gue sih percaya aja alexis17 buktinya temen gue sultan,"gue sih percaya aja alexis17 , buktinya temen gue sultan"
QpXcKzQInXg,Garasi Drift,Klo mau liat mobilnya di kostrad cipulir,0,klo mau liat mobilnya di kostrad cipulir,klo mau liat mobilnya di kostrad cipulir
4-hj6CwvKpU,Motomobi,𝙈𝘈X 𝟥3สู้ใหม่,1,MAx 33สใหม,MAx 33สู้ใหม่
n_mFKYFMtWY,Bus Pesona,Gas Jadikan Pesona Semua Maz🤣,0,gas jadikan pesona semua maz tertawa_terbahak bahak,gas jadikan pesona semua maz:tertawa_terbahak-bahak:
VXqMJqP7mvk,GadgetIn,"NEXT INOVASI HUAWEI
-KEYBOARD LIPET
-MOUSE LIPET 
-STYLUS LIPET",0,next inovasi huawei keyboard lipet mouse lipet stylus lipet,"next inovasi huawei
-keyboard lipet
-mouse lipet 
-stylus lipet"
gP0YCMCJnjA,Narasi Newsroom,​ @rutsabatbungaaprilia3585  yg komen juga ga nonton 😂😂 emang pengen hujat aja😂😂,0,​ rutsabatbungaaprilia3585 yg komen juga ga nonton wajah_gembira_berurai_air_mata wajah_gembira_berurai_air_mata emang pengen hujat aja wajah_gembira_berurai_air_mata wajah_gembira_berurai_air_mata,​ @rutsabatbungaaprilia3585  yg komen juga ga nonton :wajah_gembira_berurai_air_mata::wajah_gembira_berurai_air_mata: emang pengen hujat aja:wajah_gembira_berurai_air_mata::wajah_gembira_berurai_air_mata:
gRjWM8jPIPw,Fitra Eri,promo depositnya bikin hoki,1,promo depositnya bikin hoki,promo depositnya bikin hoki
4-hj6CwvKpU,Motomobi,Semua orang bilang ALEXIS⭐17⭐ tuh bener-bener ngebantu keuangan.,1,semua orang bilang alexis bintang_medium_putih 17 bintang_medium_putih tuh bener bener ngebantu keuangan,semua orang bilang alexis:bintang_medium_putih:17:bintang_medium_putih: tuh bener-bener ngebantu keuangan.
VXqMJqP7mvk,GadgetIn,Drpd iPhone 14 promax 1 TB 35 juta😂,0,drpd iphone 14 promax 1 tb 35 juta wajah_gembira_berurai_air_mata,drpd iphone 14 promax 1 tb 35 juta:wajah_gembira_berurai_air_mata:
f8UEkmYXlzA,Pandji Pragiwaksono,"Bisa2nya  warga jakarta lebih milih Anies waktu PILGUB kmaren,,,😅",0,bisa2nya warga jakarta lebih milih anies waktu pilgub kmaren wajah_tersenyum_lebar_dan_berkeringat,"bisa2nya  warga jakarta lebih milih anies waktu pilgub kmaren,,,:wajah_tersenyum_lebar_dan_berkeringat:"
QpXcKzQInXg,Garasi Drift,bapak nya obel ahmad sahroni kwwkkw,0,bapak nya obel ahmad sahroni kwwkkw,bapak nya obel ahmad sahroni kwwkkw
aA9G2sW212g,Om Mobi,а 𝐄 𝑅 𝙊 8 𝟾 emang bener-bener gacor,1,a E R O 8 8 emang bener bener gacor,a E R O 8 8 emang bener-bener gacor
ycGdOc17FhA,Fitra Eri,orang bilang alexis17 tuh bener-bener bikin ketagihan .,1,orang bilang alexis17 tuh bener bener bikin ketagihan,orang bilang alexis17 tuh bener-bener bikin ketagihan .
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,"Lagi belajar baca dengan baik dan benar, alias kosong 🤣🤣",0,lagi belajar baca dengan baik dan benar alias kosong tertawa_terbahak bahak tertawa_terbahak bahak,"lagi belajar baca dengan baik dan benar, alias kosong :tertawa_terbahak-bahak::tertawa_terbahak-bahak:"
-vQDp9fHrzk,Karbida FC,mandalika77 SUPERRRRRR bosku gacir melayang,1,mandalika77 superrrrrr bosku gacir melayang,mandalika77 superrrrrr bosku gacir melayang
gP0YCMCJnjA,Narasi Newsroom,@ wkwk presiden lo itu bang 😹,0,wkwk presiden lo itu bang wajah_kucing_gembira_berurai_air_mata,@ wkwk presiden lo itu bang :wajah_kucing_gembira_berurai_air_mata:
VXqMJqP7mvk,GadgetIn,"makanya di ban gms, takut kalah saing",0,makanya di ban gms takut kalah saing,"makanya di ban gms, takut kalah saing"
f8UEkmYXlzA,Pandji Pragiwaksono,Anak2 abah gak kasih ijin...,0,anak2 abah gak kasih ijin,anak2 abah gak kasih ijin...
4-hj6CwvKpU,Motomobi,Gak perlu pusing mikirin duit kalo udah gabung ALEXIS⭐17⭐.,1,gak perlu pusing mikirin duit kalo udah gabung alexis bintang_medium_putih 17 bintang_medium_putih,gak perlu pusing mikirin duit kalo udah gabung alexis:bintang_medium_putih:17:bintang_medium_putih:.
gP0YCMCJnjA,Narasi Newsroom,Tempo ngga diundang? 🤔,0,tempo ngga diundang wajah_berpikir,tempo ngga diundang? :wajah_berpikir:
zFhBO9uoGYA,Om Mobi,gapercaya garuda hoki.gampang menang,1,gapercaya garuda hoki gampang menang,gapercaya garuda hoki.gampang menang
nZoNbiwP2ZE,Garasi Drift,Sedih crash donk,0,sedih crash donk,sedih crash donk
Ou0UedfyuqU,GadgetIn,emang gak se-mantep alexis17 deh .,1,emang gak se mantep alexis17 deh,emang gak se-mantep alexis17 deh .
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Kasihan negri ini. Semoga Tuhan selalu melindungi negri ini,0,kasihan negri ini semoga tuhan selalu melindungi negri ini,kasihan negri ini. semoga tuhan selalu melindungi negri ini
rrUoGtfU9kw,Fitra Eri,"kepo alexis17 , beruntung !",1,kepo alexis17 beruntung,"kepo alexis17 , beruntung !"
rrUoGtfU9kw,Fitra Eri,𝗪𝗘𝗧𝗢𝗡𝟴𝟴 bikin ketagihan !,1,WETON88 bikin ketagihan,WETON88 bikin ketagihan !
gP0YCMCJnjA,Narasi Newsroom,ini rakyat yang mana sih yang dia wakilin?,0,ini rakyat yang mana sih yang dia wakilin,ini rakyat yang mana sih yang dia wakilin?
f8UEkmYXlzA,Pandji Pragiwaksono,Saya masih percaya sama bang panji tolong jangan masuk politik,0,saya masih percaya sama bang panji tolong jangan masuk politik,saya masih percaya sama bang panji tolong jangan masuk politik
rrUoGtfU9kw,Fitra Eri,"kalo alexis17 , pusing ?",1,kalo alexis17 pusing,"kalo alexis17 , pusing ?"
VXqMJqP7mvk,GadgetIn,Harganya Rp. 50.000.000 an aja 😂,0,harganya rp 50 000 000 an aja wajah_gembira_berurai_air_mata,harganya rp. 50.000.000 an aja :wajah_gembira_berurai_air_mata:
VXqMJqP7mvk,GadgetIn,Masih OTW beli🙆🏻‍♂️,0,masih otw beli pria_mengisyaratkan_oke_warna_kulit_cerah,masih otw beli:pria_mengisyaratkan_oke_warna_kulit_cerah:
-vQDp9fHrzk,Karbida FC,Beli ori nya dimana ya,0,beli ori nya dimana ya,beli ori nya dimana ya
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,"misi pak,
dari kemarin saya belum faham bapak berperan sbg apa.",0,misi pak dari kemarin saya belum faham bapak berperan sbg apa,"misi pak,
dari kemarin saya belum faham bapak berperan sbg apa."
VXqMJqP7mvk,GadgetIn,"gates gacor banget , udh jepe 2 kali",1,gates gacor banget udh jepe 2 kali,"gates gacor banget , udh jepe 2 kali"
ufS5vDKnIhM,Motomobi,gua sales emg gokil siga ru da ho ki-gacorr der,1,gua sales emg gokil siga ru da ho ki gacorr der,gua sales emg gokil siga ru da ho ki-gacorr der
-vQDp9fHrzk,Karbida FC,sobek lgi ga nih jersey kaya lawan arab,0,sobek lgi ga nih jersey kaya lawan arab,sobek lgi ga nih jersey kaya lawan arab
4-hj6CwvKpU,Motomobi,Ini 𝓟𝓤𝓛𝓐𝓤𝓦𝓘𝓝 kenapa semua orang bisa tahu sih?,1,ini PULAUWIN kenapa semua orang bisa tahu sih,ini PULAUWIN kenapa semua orang bisa tahu sih?
nZoNbiwP2ZE,Garasi Drift,Sekali sekali main ke batam,0,sekali sekali main ke batam,sekali sekali main ke batam
-vQDp9fHrzk,Karbida FC,"Main sekarang, bawa pulang untung besar bareng M𝗮𝘯𝐝𝗮𝑙𝗶𝘬𝐚𝟟𝟳!",1,main sekarang bawa pulang untung besar bareng mandalika77,"main sekarang, bawa pulang untung besar bareng mandalika77!"
gP0YCMCJnjA,Narasi Newsroom,mmmmmmmmmmmmm lagi dilarang komentar😅,0,mmmmmmmmmmmmm lagi dilarang komentar wajah_tersenyum_lebar_dan_berkeringat,mmmmmmmmmmmmm lagi dilarang komentar:wajah_tersenyum_lebar_dan_berkeringat:
4-hj6CwvKpU,Motomobi,Arief muhammad di omongin wkwkwk,0,arief muhammad di omongin wkwkwk,arief muhammad di omongin wkwkwk
f8UEkmYXlzA,Pandji Pragiwaksono,hapuslah itu komen ᑭ ᑌ ᒪ ᗩ ᑌ ᗯ I ᑎ,1,hapuslah itu komen P U L ᗩ U ᗯ i ᑎ,hapuslah itu komen P U L ᗩ U ᗯ i ᑎ
ufS5vDKnIhM,Motomobi,emang gak se-mantep alexis17 deh .,1,emang gak se mantep alexis17 deh,emang gak se-mantep alexis17 deh .
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Auuuuuuuuuu..... Bisa aja saya 😂😂😂,0,auuuuuuuuuu bisa aja saya wajah_gembira_berurai_air_mata wajah_gembira_berurai_air_mata wajah_gembira_berurai_air_mata,auuuuuuuuuu..... bisa aja saya :wajah_gembira_berurai_air_mata::wajah_gembira_berurai_air_mata::wajah_gembira_berurai_air_mata:
gP0YCMCJnjA,Narasi Newsroom,"ke sini karena saya insomnia, kata temenku nnton ini cepet tidur",0,ke sini karena saya insomnia kata temenku nnton ini cepet tidur,"ke sini karena saya insomnia, kata temenku nnton ini cepet tidur"
gP0YCMCJnjA,Narasi Newsroom,Niat bangettt syg koehhh,0,niat bangettt syg koehhh,niat bangettt syg koehhh
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Di hina kgk mempan.. dipuji pun kurang pantas😅,0,di hina kgk mempan dipuji pun kurang pantas wajah_tersenyum_lebar_dan_berkeringat,di hina kgk mempan.. dipuji pun kurang pantas:wajah_tersenyum_lebar_dan_berkeringat:
ufS5vDKnIhM,Motomobi,gue cek notif alexis17 .,1,gue cek notif alexis17,gue cek notif alexis17 .
VXqMJqP7mvk,GadgetIn,gue sih yes 𝘼𝙇𝙀𝙓𝙄𝙎17 . banget ?,1,gue sih yes ALEXIS17 banget,gue sih yes ALEXIS17 . banget ?
rrUoGtfU9kw,Fitra Eri,gak pusing mikirin kalo udah join alexis17 .,1,gak pusing mikirin kalo udah join alexis17,gak pusing mikirin kalo udah join alexis17 .
Ou0UedfyuqU,GadgetIn,"sehari main alexis17 , gue langsung ketagihan !",1,sehari main alexis17 gue langsung ketagihan,"sehari main alexis17 , gue langsung ketagihan !"
gP0YCMCJnjA,Narasi Newsroom,Ini serius presiden???,0,ini serius presiden,ini serius presiden???
gRjWM8jPIPw,Fitra Eri,berkembang arhan semangattt ! ! ! ! ! salam 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 ! gampang jepe,1,berkembang arhan semangattt salam WETON88 gampang jepe,berkembang arhan semangattt ! ! ! ! ! salam WETON88 ! gampang jepe
-vQDp9fHrzk,Karbida FC,Itu pabrik tempat saya kerja 😅,0,itu pabrik tempat saya kerja wajah_tersenyum_lebar_dan_berkeringat,itu pabrik tempat saya kerja :wajah_tersenyum_lebar_dan_berkeringat:
gP0YCMCJnjA,Narasi Newsroom,1:02:02 terlalu banyak oknumnya pak,0,1 02 02 terlalu banyak oknumnya pak,1:02:02 terlalu banyak oknumnya pak
VXqMJqP7mvk,GadgetIn,Team yg nunggu versi HDC yg 2jt an,0,team yg nunggu versi hdc yg 2jt an,team yg nunggu versi hdc yg 2jt an
f8UEkmYXlzA,Pandji Pragiwaksono,dulu banyak yg suka jokowi sekarang?,0,dulu banyak yg suka jokowi sekarang,dulu banyak yg suka jokowi sekarang?
f8UEkmYXlzA,Pandji Pragiwaksono,Volume kecil 😮,0,volume kecil wajah_dengan_mulut_terbuka,volume kecil :wajah_dengan_mulut_terbuka:
4-hj6CwvKpU,Motomobi,🔥ＡＬＥＸＩＳ１７🔥 Bikin auto happy!. Gaskeun!,1,api alexis17 api bikin auto happy gaskeun,:api:alexis17:api: bikin auto happy!. gaskeun!
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,"JUDULNYA MESTI ""BONUS ORANG DALAM"" YA",0,judulnya mesti bonus orang dalam ya,"judulnya mesti ""bonus orang dalam"" ya"
5MBwJpU-9tg,Garasi Drift Podcast,sehat rezeki 𝐒𝐆𝐈𝟖𝟖,1,sehat rezeki SGI88,sehat rezeki SGI88
VXqMJqP7mvk,GadgetIn,tam tim tam tim,0,tam tim tam tim,tam tim tam tim
4-hj6CwvKpU,Motomobi,"Beneran deh, Gak nyangka bisa menang terus di 🔥⚡ALEXIS17⚡?🔥",1,beneran deh gak nyangka bisa menang terus di api tegangan_tinggi alexis17 tegangan_tinggi api,"beneran deh, gak nyangka bisa menang terus di :api::tegangan_tinggi:alexis17:tegangan_tinggi:?:api:"
kUom1fDXs4A,Fitra Eri,"Pin komentar om rendem aja,soal banyak banget komen judol nihh",0,pin komentar om rendem aja soal banyak banget komen judol nihh,"pin komentar om rendem aja,soal banyak banget komen judol nihh"
f8UEkmYXlzA,Pandji Pragiwaksono,Anis ahok 2029 udh solusi bangsa ini,0,anis ahok 2029 udh solusi bangsa ini,anis ahok 2029 udh solusi bangsa ini
VXqMJqP7mvk,GadgetIn,​ @Sp12er  org yg beli hp ini mah gw yakin 100% ga bakalan buat ngegame bang.😂,0,​ sp12er org yg beli hp ini mah gw yakin 100% ga bakalan buat ngegame bang wajah_gembira_berurai_air_mata,​ @sp12er  org yg beli hp ini mah gw yakin 100% ga bakalan buat ngegame bang.:wajah_gembira_berurai_air_mata:
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,"Disslike, Pause vidio liat komen 😅😂",0,disslike pause vidio liat komen wajah_tersenyum_lebar_dan_berkeringat wajah_gembira_berurai_air_mata,"disslike, pause vidio liat komen :wajah_tersenyum_lebar_dan_berkeringat::wajah_gembira_berurai_air_mata:"
5MBwJpU-9tg,Garasi Drift Podcast,"terimakasih upload bg , sibuk𝗪𝗘𝗧𝗢𝗡𝟴𝟴",1,terimakasih upload bg sibukWETON88,"terimakasih upload bg , sibukWETON88"
ufS5vDKnIhM,Motomobi,gak pusing mikirin biaya berobat kalo udah join alexis17 .,1,gak pusing mikirin biaya berobat kalo udah join alexis17,gak pusing mikirin biaya berobat kalo udah join alexis17 .
-vQDp9fHrzk,Karbida FC,"M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳 tiap hari hoki terus, gue sampe bingung",1,mandalika77 tiap hari hoki terus gue sampe bingung,"mandalika77 tiap hari hoki terus, gue sampe bingung"
BI_RsNf1HJA,Garasi Drift,Crosstrek gimana kabar nya stelah crash .. ?,0,crosstrek gimana kabar nya stelah crash,crosstrek gimana kabar nya stelah crash .. ?
VXqMJqP7mvk,GadgetIn,emang gak duanya sih alexis17 .,1,emang gak duanya sih alexis17,emang gak duanya sih alexis17 .
ufS5vDKnIhM,Motomobi,tau dapetin cuan gampang ? ya alexis17 !,1,tau dapetin cuan gampang ya alexis17,tau dapetin cuan gampang ? ya alexis17 !
VXqMJqP7mvk,GadgetIn,Bismillah jadi direksi pertamina. Biar bisa beli ni hp,0,bismillah jadi direksi pertamina biar bisa beli ni hp,bismillah jadi direksi pertamina. biar bisa beli ni hp
VXqMJqP7mvk,GadgetIn,sangat keren,0,sangat keren,sangat keren
VXqMJqP7mvk,GadgetIn,"akhir nya berhasil kebeli, vas bunga nya",0,akhir nya berhasil kebeli vas bunga nya,"akhir nya berhasil kebeli, vas bunga nya"
hEGVZ5y4oGI,FUSE BOX,2tq(brio) dulu yg pernah ku kerjakan (2017)😊,0,2tq brio dulu yg pernah ku kerjakan 2017 wajah_tersenyum_dengan_mata_bahagia,2tq(brio) dulu yg pernah ku kerjakan (2017):wajah_tersenyum_dengan_mata_bahagia:
QpXcKzQInXg,Garasi Drift,Velg Jf luxsuryy the best walaupun gk di sebut,0,velg jf luxsuryy the best walaupun gk di sebut,velg jf luxsuryy the best walaupun gk di sebut
VXqMJqP7mvk,GadgetIn,gak skill marketing sukses alexis17 .,1,gak skill marketing sukses alexis17,gak skill marketing sukses alexis17 .
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Apa beda hasil kerja vs nepotisme 🤭,0,apa beda hasil kerja vs nepotisme wajah_dengan_tangan_menutup_mulut,apa beda hasil kerja vs nepotisme :wajah_dengan_tangan_menutup_mulut:
nZoNbiwP2ZE,Garasi Drift,Tingal mobilnya farel🎉🎉,0,tingal mobilnya farel party_popper party_popper,tingal mobilnya farel:party_popper::party_popper:
f8UEkmYXlzA,Pandji Pragiwaksono,Gak nyangka bakal nemu tempat segokil 𝓟𝓤𝓛𝓐𝓤𝓦𝓘𝓝.,1,gak nyangka bakal nemu tempat segokil PULAUWIN,gak nyangka bakal nemu tempat segokil PULAUWIN.
nZoNbiwP2ZE,Garasi Drift,top markotop selalu hadir nonton mas dipo,0,top markotop selalu hadir nonton mas dipo,top markotop selalu hadir nonton mas dipo
Ou0UedfyuqU,GadgetIn,orang bilang alexis17 tuh bener-bener ngebantu finansial .,1,orang bilang alexis17 tuh bener bener ngebantu finansial,orang bilang alexis17 tuh bener-bener ngebantu finansial .
gP0YCMCJnjA,Narasi Newsroom,1:48:09 = Supersemar 😅,0,1 48 09 = supersemar wajah_tersenyum_lebar_dan_berkeringat,1:48:09 = supersemar :wajah_tersenyum_lebar_dan_berkeringat:
8AzDe6gMOck,Garasi Drift,"bro 𝘼𝙇𝙀𝙓𝙄𝙎17 turnamen gede nih , hadiahnya milyaran",1,bro ALEXIS17 turnamen gede nih hadiahnya milyaran,"bro ALEXIS17 turnamen gede nih , hadiahnya milyaran"
gP0YCMCJnjA,Narasi Newsroom,Tambahin 2:28:18 anies gak bayar design gaun mas didit,0,tambahin 2 28 18 anies gak bayar design gaun mas didit,tambahin 2:28:18 anies gak bayar design gaun mas didit
IlkUUwDFCiI,Motomobi,"swert bonanja gacir parah , wajib coba sih",1,swert bonanja gacir parah wajib coba sih,"swert bonanja gacir parah , wajib coba sih"
VXqMJqP7mvk,GadgetIn,"Bang review VIVO X 200 ULTRA, udah rilis itu... 🎉🎉🎉🎉",0,bang review vivo x 200 ultra udah rilis itu party_popper party_popper party_popper party_popper,"bang review vivo x 200 ultra, udah rilis itu... :party_popper::party_popper::party_popper::party_popper:"
IlkUUwDFCiI,Motomobi,percaya nggak diga ru da-hoki gacor bgt boss,1,percaya nggak diga ru da hoki gacor bgt boss,percaya nggak diga ru da-hoki gacor bgt boss
aA9G2sW212g,Om Mobi,emang gak se-jujur alexis17 deh .,1,emang gak se jujur alexis17 deh,emang gak se-jujur alexis17 deh .
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Wow saya sangat paham ye guys 😹😹😹😹,0,wow saya sangat paham ye guys wajah_kucing_gembira_berurai_air_mata wajah_kucing_gembira_berurai_air_mata wajah_kucing_gembira_berurai_air_mata wajah_kucing_gembira_berurai_air_mata,wow saya sangat paham ye guys :wajah_kucing_gembira_berurai_air_mata::wajah_kucing_gembira_berurai_air_mata::wajah_kucing_gembira_berurai_air_mata::wajah_kucing_gembira_berurai_air_mata:
rrUoGtfU9kw,Fitra Eri,alexis17 superrrrrr bosku gac0r melayang,1,alexis17 superrrrrr bosku gac0r melayang,alexis17 superrrrrr bosku gac0r melayang
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Iya sama gw juga,0,iya sama gw juga,iya sama gw juga
